url,TransactionAmount,TransactionType,CustomerAge,AccountBalance,Location,BadTryCount,Device Id,notes,label,IP Address,TransactionDuration,Mobile,source
http://skrill.com,0.0,Debit,0.017543859649122806,0.0,Chittagong,0.1,MISSING,age_spoof,1,MISSING,0.511864406779661,MISSING,adversarial
https://paypal.com/piece-sense-nation,0.3807165808354241,Debit,0.7894736842105262,0.1774986508538168,Sylhet,0.6000000000000001,D216915,MISSING,0,107.113.172.27,0.711864406779661,MISSING,legit
https://paypal.com,0.0009003277192898215,Debit,0.29824561403508765,0.021080409112518794,Sylhet,0.1,MISSING,https_added,1,MISSING,0.511864406779661,MISSING,adversarial
https://paytm.com/standard,0.7036941446686593,Credit,0.6666666666666666,0.8355675890115256,Barisal,0.6000000000000001,D383331,MISSING,0,219.2.126.25,0.2576271186440678,MISSING,legit
NON_URL_TRANSACTION_PLACEHOLDER,0.0009003277192898215,MISSING,0.29824561403508765,0.0070268030375062645,MISSING,0.0,faid:y46GHDAWDVBGF1937ETsdfhd56483GDSSAA=:81b90,MISSING,1,111.94.91.420,0.511864406779661,8613080798,phishing
NON_URL_TRANSACTION_PLACEHOLDER,0.0009003277192898215,MISSING,0.29824561403508765,0.0070268030375062645,MISSING,0.0,iosvd:++djsadjscior34728128MSASCDMVERww38rmbe8=:1437,MISSING,1,95.29.11.62,0.511864406779661,9662052367,phishing
https://payoneer.com/various-chance-hour,0.9738584844883538,Debit,0.5789473684210525,0.7883567078263329,Khulna,0.6000000000000001,D941064,MISSING,0,204.97.148.203,0.6915254237288135,MISSING,legit
NON_URL_TRANSACTION_PLACEHOLDER,0.0009003277192898215,MISSING,0.29824561403508765,0.0070268030375062645,MISSING,0.0,tiadid:++djsajacior34728128FSASCDFVERww38rfbe8=:10337,MISSING,1,22.32.11.26,0.511864406779661,8829066690,phishing
https://chase.com/interview-deep,0.581891808618337,Debit,0.8421052631578948,0.3064882688527118,Barisal,0.4,D694378,MISSING,0,199.157.229.232,0.1389830508474576,MISSING,legit
http://p@yp@I.c0m,0.0009003277192898215,Debit,0.29824561403508765,0.021080409112518794,Sylhet,0.1,MISSING,homoglyph,1,MISSING,0.511864406779661,MISSING,adversarial
https://skrill.com/front-agreement,0.3581403630921655,Credit,0.6842105263157895,0.48127075918383083,Chittagong,0.4,D669344,MISSING,0,145.125.23.147,0.5932203389830508,MISSING,legit
http://p@yp@I.c0m,0.0009003277192898215,Debit,0.29824561403508765,0.021080409112518794,Sylhet,0.1,MISSING,homoglyph,1,MISSING,0.511864406779661,MISSING,adversarial
NON_URL_TRANSACTION_PLACEHOLDER,0.0009003277192898215,MISSING,0.29824561403508765,0.0070268030375062645,MISSING,0.0,tiadid:++djsajacior34728128FSASCDFVERww38rfbe8=:10291,MISSING,1,203.88.145.228,0.511864406779661,7813334017,phishing
https://americanexpress.com/make-billion-bag,0.31302994289921526,Credit,0.19298245614035092,0.9398475545119304,Chittagong,0.4,D171788,MISSING,0,8.92.14.85,0.7864406779661017,MISSING,legit
https://hsbc.com/source-personal,0.7232372583620438,Credit,0.9473684210526315,0.41734210974340524,Rajshahi,0.2,D556139,MISSING,0,73.137.213.140,0.5932203389830508,MISSING,legit
https://bkas.com/street-suffer-wall,0.5503583304322773,Credit,0.22807017543859642,0.44833553104963575,Chittagong,1.0,D432037,MISSING,0,76.136.73.3,0.39999999999999997,MISSING,legit
https://skrill.com/talk-action-simply,0.7681856195655218,Debit,0.8771929824561403,0.8426999948603956,Rajshahi,1.0,D246214,MISSING,0,211.34.38.255,0.16610169491525423,MISSING,legit
https://bkas.com/suggest-tend-during,0.32439608017318305,Debit,0.7543859649122807,0.16930298932247165,Chittagong,0.4,D165022,MISSING,0,60.29.175.47,0.688135593220339,MISSING,legit
https://bankofamerica.com,0.0019006918518340674,Debit,0.7368421052631579,0.0030114870160741136,Khulna,0.1,MISSING,timing_mimic,1,MISSING,0.511864406779661,MISSING,adversarial
NON_URL_TRANSACTION_PLACEHOLDER,0.0009003277192898215,MISSING,0.29824561403508765,0.0070268030375062645,MISSING,0.0,tusd:++djsadjscior34728128FSASCDFVERww38rfbe8=:284410,MISSING,1,42.34.11.43,0.511864406779661,9661475118,phishing
https://chase.com/commercial-nice,0.8802063951278265,Debit,0.9473684210526315,0.822105238220669,Sylhet,1.0,D389922,MISSING,0,149.12.35.197,0.8,MISSING,legit
https://skrill.com,0.0,Debit,0.017543859649122806,0.0,Chittagong,0.1,MISSING,https_added,1,MISSING,0.511864406779661,MISSING,adversarial
NON_URL_TRANSACTION_PLACEHOLDER,0.0009003277192898215,MISSING,0.29824561403508765,0.0070268030375062645,MISSING,0.0,faid:y46GHDAWDVBGF1937ETsdfhd56483GDSSAA=:81b51,MISSING,1,111.94.91.381,0.511864406779661,8724693111,phishing
NON_URL_TRANSACTION_PLACEHOLDER,0.0009003277192898215,MISSING,0.29824561403508765,0.0070268030375062645,MISSING,0.0,tiadid:++djsajacior34728128FSASCDFVERww38rfbe8=:10293,MISSING,1,206.94.198.228,0.511864406779661,9574465238,phishing
http://apple pay.com,0.0,Debit,0.07017543859649122,0.0070268030375062645,Chittagong,0.1,MISSING,amount_mimic,1,MISSING,0.511864406779661,MISSING,adversarial
https://bkas.com/hit-industry-sense,0.3643246141595541,Credit,0.9122807017543858,0.09647880876816531,Chittagong,0.2,D259078,MISSING,0,108.53.21.103,0.13220338983050847,MISSING,legit
https://paypal.com,0.0009003277192898215,Debit,0.29824561403508765,0.021080409112518794,Sylhet,0.1,MISSING,https_added,1,MISSING,0.511864406779661,MISSING,adversarial
https://paytm.com/thousand-in,0.2771248734539372,Credit,0.9824561403508772,0.032352605779485274,Chittagong,0.8,D175796,MISSING,0,99.135.97.255,0.27796610169491526,MISSING,legit
https://paytm.com/actually-figure,0.5997683156669027,Credit,0.7894736842105262,0.03208598879566218,Sylhet,1.0,D474665,MISSING,0,137.64.29.221,0.8135593220338984,MISSING,legit
https://payoneer.com/grow-way-enjoy-win,0.2660168301261659,Credit,0.5789473684210525,0.25315864834825963,Chittagong,0.4,D978588,MISSING,0,85.108.3.147,0.9152542372881356,MISSING,legit
https://americanexpress.com/report-laugh-ago,0.45419132564253384,Credit,0.9649122807017544,0.36230577916404333,Barisal,0.6000000000000001,D491661,MISSING,0,135.172.233.12,0.7016949152542373,MISSING,legit
https://bkas.com/reveal-matter-last,0.08392054707913679,Debit,0.8596491228070174,0.6431931961273081,Khulna,0.8,D973434,MISSING,0,217.28.46.237,0.5423728813559322,MISSING,legit
https://bkas.com/voice-make-miss,0.1659644110456206,Credit,0.9298245614035087,0.9434027153173064,Sylhet,0.4,D960468,MISSING,0,25.111.208.228,0.9796610169491525,MISSING,legit
https://bankofamerica.com/everybody-brother,0.1692996250635231,Debit,0.3157894736842105,0.692425989695093,Rajshahi,0.6000000000000001,D137968,MISSING,0,199.147.85.150,0.09152542372881356,MISSING,legit
http://apple pay.com,0.0003001092397632738,Debit,0.07017543859649122,0.0070268030375062645,Chittagong,0.1,MISSING,timing_mimic,1,MISSING,0.511864406779661,MISSING,adversarial
https://nagad.com/collection-every,0.6461572012212445,Credit,0.6842105263157895,0.9038377989001247,Barisal,0.6000000000000001,D460985,MISSING,0,102.95.176.9,0.21694915254237288,MISSING,legit
https://bankofamerica.com,0.0019006918518340674,Debit,0.7368421052631579,0.0030114870160741136,Khulna,0.1,MISSING,more_redirects,1,MISSING,0.511864406779661,MISSING,adversarial
http://skriII.c0m,0.0,Debit,0.017543859649122806,0.0,Chittagong,0.1,MISSING,homoglyph,1,MISSING,0.511864406779661,MISSING,adversarial
https://skrill.com,0.0,Debit,0.017543859649122806,0.0,Chittagong,0.1,MISSING,https_added,1,MISSING,0.511864406779661,MISSING,adversarial
https://bankofamerica.com/reality-bank-vote,0.5010023648608093,Debit,0.6666666666666666,0.15747587598134324,Barisal,0.6000000000000001,D560698,MISSING,0,158.24.149.127,0.48474576271186437,MISSING,legit
https://hsbc.com/food-wide-station,0.5312333689462965,Credit,0.24561403508771928,0.7206209365001864,Barisal,0.4,D591627,MISSING,0,223.63.72.98,0.488135593220339,MISSING,legit
http://paypal.com,0.0009003277192898215,Debit,0.29824561403508765,0.021080409112518794,Sylhet,0.1,MISSING,age_spoof,1,MISSING,0.511864406779661,MISSING,adversarial
https://bankofamerica.com/produce-recognize,0.5869476489442156,Debit,0.6842105263157895,0.5129801113366826,Dhaka,0.6000000000000001,D838193,MISSING,0,36.35.233.110,0.0847457627118644,MISSING,legit
https://stripe.com/try-international,0.3416223505355949,Credit,0.5263157894736842,0.5748625557325865,Barisal,0.2,D121721,MISSING,0,147.238.145.90,0.8101694915254237,MISSING,legit
https://bankofamerica.com,0.0019006918518340674,Debit,0.7368421052631579,0.0030114870160741136,Khulna,0.1,MISSING,age_spoof,1,MISSING,0.511864406779661,MISSING,adversarial
https://nagad.com/carry-want-campaign,0.19660756515371594,Debit,0.42105263157894735,0.026744413892350983,Sylhet,1.0,D638150,MISSING,0,195.161.94.23,0.8474576271186441,MISSING,legit
